num	lesson	student	skill	cell	right	eol
380	Splot	REKIHCC	VALUING-CAT-FEATURES	cell	0	eol
381	Splot	REKIHCC	VALUING-CAT-FEATURES	cell	1	eol
382	Splot	REKIHCC	VALUING-CAT-FEATURES	cell	1	eol
383	Splot	REKIHCC	VALUING-CAT-FEATURES	cell	1	eol
384	Splot	REKIHCC	VALUING-CAT-FEATURES	cell	0	eol
385	Splot	SFPDAAA	VALUING-CAT-FEATURES	cell	1	eol
386	Splot	SFPDAAA	VALUING-CAT-FEATURES	cell	1	eol
387	Splot	SFPDAAA	VALUING-CAT-FEATURES	cell	1	eol
388	Splot	SFPDAAA	VALUING-CAT-FEATURES	cell	0	eol
389	Splot	SFPDAAA	VALUING-CAT-FEATURES	cell	0	eol
390	Splot	SIICBEA	VALUING-CAT-FEATURES	cell	1	eol
391	Splot	SIICBEA	VALUING-CAT-FEATURES	cell	0	eol
392	Splot	SIICBEA	VALUING-CAT-FEATURES	cell	1	eol
393	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	1	eol
394	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	0	eol
395	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	0	eol
396	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	1	eol
397	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	0	eol
398	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	0	eol
399	Splot	SKPKLGC	VALUING-CAT-FEATURES	cell	1	eol
400	Splot	SLSGIAD	VALUING-CAT-FEATURES	cell	1	eol
401	Splot	SLSGIAD	VALUING-CAT-FEATURES	cell	0	eol
402	Splot	SOBJDBD	VALUING-CAT-FEATURES	cell	1	eol
403	Splot	SOBJDBD	VALUING-CAT-FEATURES	cell	0	eol
404	Splot	SOBJDBD	VALUING-CAT-FEATURES	cell	1	eol
405	Splot	SOBJDBD	VALUING-CAT-FEATURES	cell	0	eol
406	Splot	SOBJDBD	VALUING-CAT-FEATURES	cell	1	eol
407	Splot	SOBJDBD	VALUING-CAT-FEATURES	cell	0	eol
408	Splot	SQFFGAB	VALUING-CAT-FEATURES	cell	1	eol
409	Splot	SQFFGAB	VALUING-CAT-FEATURES	cell	0	eol
410	Splot	SQFFGAB	VALUING-CAT-FEATURES	cell	1	eol
411	Splot	SQFFGAB	VALUING-CAT-FEATURES	cell	0	eol
412	Splot	SQFFGAB	VALUING-CAT-FEATURES	cell	0	eol
413	Splot	SQFFGAB	VALUING-CAT-FEATURES	cell	0	eol
414	Splot	SQUGJGC	VALUING-CAT-FEATURES	cell	1	eol
415	Splot	SQUGJGC	VALUING-CAT-FEATURES	cell	0	eol
416	Splot	SQUGJGC	VALUING-CAT-FEATURES	cell	0	eol
417	Splot	SQUGJGC	VALUING-CAT-FEATURES	cell	1	eol
418	Splot	BALCEGE	VALUING-CAT-FEATURES	cell	0	eol
419	Splot	BALCEGE	VALUING-CAT-FEATURES	cell	1	eol
420	Splot	BALCEGE	VALUING-CAT-FEATURES	cell	0	eol
421	Splot	BALCEGE	VALUING-CAT-FEATURES	cell	1	eol
422	Splot	BAUBGGC	VALUING-CAT-FEATURES	cell	1	eol
423	Splot	BAUBGGC	VALUING-CAT-FEATURES	cell	0	eol
424	Splot	BAUBGGC	VALUING-CAT-FEATURES	cell	1	eol
425	Splot	BAUBGGC	VALUING-CAT-FEATURES	cell	1	eol
426	Splot	BAUBGGC	VALUING-CAT-FEATURES	cell	0	eol
427	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	1	eol
428	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	1	eol
429	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	1	eol
430	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	1	eol
431	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	0	eol
432	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	1	eol
433	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	1	eol
434	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	0	eol
435	Splot	DCSJDEC	VALUING-CAT-FEATURES	cell	0	eol
436	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
437	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	0	eol
438	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	0	eol
439	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
440	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
441	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	0	eol
442	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
443	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
444	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
445	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
446	Splot	DEHAKCA	VALUING-CAT-FEATURES	cell	1	eol
447	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
448	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
449	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
450	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	0	eol
451	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
452	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
453	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	0	eol
454	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
455	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
456	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	1	eol
457	Splot	DMBGBEB	VALUING-CAT-FEATURES	cell	0	eol
458	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
459	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
460	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
461	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	0	eol
462	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
463	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
464	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
465	Splot	EBJFGCB	VALUING-CAT-FEATURES	cell	1	eol
466	Splot	EHHKLEE	VALUING-CAT-FEATURES	cell	1	eol
467	Splot	EHHKLEE	VALUING-CAT-FEATURES	cell	0	eol
468	Splot	EHHKLEE	VALUING-CAT-FEATURES	cell	1	eol
469	Splot	EHHKLEE	VALUING-CAT-FEATURES	cell	1	eol
470	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	0	eol
471	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
472	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
473	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
474	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
475	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
476	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
477	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
478	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
479	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
480	Splot	FLSBFFB	VALUING-CAT-FEATURES	cell	1	eol
481	Splot	GHHGMED	VALUING-CAT-FEATURES	cell	1	eol
482	Splot	GHHGMED	VALUING-CAT-FEATURES	cell	0	eol
483	Splot	GHHGMED	VALUING-CAT-FEATURES	cell	1	eol
484	Splot	GHHGMED	VALUING-CAT-FEATURES	cell	0	eol
485	Splot	GHHGMED	VALUING-CAT-FEATURES	cell	0	eol
486	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	1	eol
487	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	1	eol
488	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	0	eol
489	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	0	eol
490	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	0	eol
491	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	0	eol
492	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	0	eol
493	Splot	IEIBLBE	VALUING-CAT-FEATURES	cell	1	eol
494	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
495	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	0	eol
496	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
497	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
498	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	0	eol
499	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
500	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
501	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
502	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
503	Splot	IJPGJDE	VALUING-CAT-FEATURES	cell	1	eol
504	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	1	eol
505	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
506	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
507	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
508	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	1	eol
509	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	1	eol
510	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	1	eol
511	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
512	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	1	eol
513	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
514	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
515	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
516	Splot	JGKFGDE	VALUING-CAT-FEATURES	cell	0	eol
517	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
518	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	0	eol
519	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
520	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
521	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
522	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
523	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
524	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
525	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
526	Splot	LDGCCCA	VALUING-CAT-FEATURES	cell	1	eol
527	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	1	eol
528	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	0	eol
529	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	1	eol
530	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	0	eol
531	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	1	eol
532	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	1	eol
533	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	0	eol
534	Splot	MNUDLBB	VALUING-CAT-FEATURES	cell	1	eol
535	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	1	eol
536	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	0	eol
537	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	1	eol
538	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	0	eol
539	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	1	eol
540	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	0	eol
541	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	1	eol
542	Splot	NIWGJGB	VALUING-CAT-FEATURES	cell	1	eol
543	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	1	eol
544	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	0	eol
545	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	0	eol
546	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	1	eol
547	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	1	eol
548	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	1	eol
549	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	0	eol
550	Splot	QIDIKGB	VALUING-CAT-FEATURES	cell	0	eol
551	Splot	QIUKCCC	VALUING-CAT-FEATURES	cell	1	eol
552	Splot	QIUKCCC	VALUING-CAT-FEATURES	cell	0	eol
553	Splot	QIUKCCC	VALUING-CAT-FEATURES	cell	0	eol
554	Splot	QIUKCCC	VALUING-CAT-FEATURES	cell	0	eol
555	Splot	QIUKCCC	VALUING-CAT-FEATURES	cell	0	eol
556	Splot	QIUKCCC	VALUING-CAT-FEATURES	cell	1	eol
557	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	1	eol
558	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	0	eol
559	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	1	eol
560	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	1	eol
561	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	1	eol
562	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	1	eol
563	Splot	SNSIGCEB	VALUING-CAT-FEATURES	cell	1	eol
564	Splot	BLDBGBB	VALUING-CAT-FEATURES	cell	1	eol
565	Splot	BLDBGBB	VALUING-CAT-FEATURES	cell	0	eol
566	Splot	BLDBGBB	VALUING-CAT-FEATURES	cell	1	eol
567	Splot	BLDBGBB	VALUING-CAT-FEATURES	cell	1	eol
568	Splot	BLDBGBB	VALUING-CAT-FEATURES	cell	1	eol
569	Splot	CKKJEEA	VALUING-CAT-FEATURES	cell	1	eol
570	Splot	CKKJEEA	VALUING-CAT-FEATURES	cell	1	eol
571	Splot	CKKJEEA	VALUING-CAT-FEATURES	cell	1	eol
572	Splot	CKKJEEA	VALUING-CAT-FEATURES	cell	0	eol
573	Splot	CKKJEEA	VALUING-CAT-FEATURES	cell	0	eol
574	Splot	DJOJBGE	VALUING-CAT-FEATURES	cell	1	eol
575	Splot	DJOJBGE	VALUING-CAT-FEATURES	cell	0	eol
576	Splot	DJOJBGE	VALUING-CAT-FEATURES	cell	0	eol
577	Splot	DJOJBGE	VALUING-CAT-FEATURES	cell	1	eol
578	Splot	DJOJBGE	VALUING-CAT-FEATURES	cell	0	eol
579	Splot	DJOJBGE	VALUING-CAT-FEATURES	cell	0	eol
580	Splot	FKQBHBA	VALUING-CAT-FEATURES	cell	1	eol
581	Splot	FKQBHBA	VALUING-CAT-FEATURES	cell	0	eol
582	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	1	eol
583	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	0	eol
584	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	1	eol
585	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	0	eol
586	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	1	eol
587	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	1	eol
588	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	0	eol
589	Splot	GHDBHAB	VALUING-CAT-FEATURES	cell	1	eol
590	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
591	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
592	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	0	eol
593	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
594	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
595	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	0	eol
596	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
597	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
598	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
599	Splot	HDWFGBD	VALUING-CAT-FEATURES	cell	1	eol
600	Splot	KJGKCBB	VALUING-CAT-FEATURES	cell	1	eol
601	Splot	KJGKCBB	VALUING-CAT-FEATURES	cell	0	eol
602	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	1	eol
603	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	0	eol
604	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	1	eol
605	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	0	eol
606	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	1	eol
607	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	0	eol
608	Splot	NFPKDED	VALUING-CAT-FEATURES	cell	0	eol
609	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	0	eol
610	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	0	eol
611	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	1	eol
612	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	0	eol
613	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	1	eol
614	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	0	eol
615	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	1	eol
616	Splot	NKMBBFC	VALUING-CAT-FEATURES	cell	0	eol
617	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
618	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	0	eol
619	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	0	eol
620	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
621	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
622	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
623	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
624	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
625	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
626	Splot	NLWHDBD	VALUING-CAT-FEATURES	cell	1	eol
627	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	1	eol
628	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	0	eol
629	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	0	eol
630	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	1	eol
631	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	1	eol
632	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	1	eol
633	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	1	eol
634	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	1	eol
635	Splot	OJDIEDB	VALUING-CAT-FEATURES	cell	0	eol
636	Splot	PHIJKED	VALUING-CAT-FEATURES	cell	0	eol
637	Splot	PHIJKED	VALUING-CAT-FEATURES	cell	1	eol
638	Splot	PHIJKED	VALUING-CAT-FEATURES	cell	0	eol
639	Splot	PHIJKED	VALUING-CAT-FEATURES	cell	0	eol
640	Splot	PHIJKED	VALUING-CAT-FEATURES	cell	0	eol
641	Splot	PHIJKED	VALUING-CAT-FEATURES	cell	1	eol
642	Splot	POHKCCE	VALUING-CAT-FEATURES	cell	0	eol
643	Splot	POHKCCE	VALUING-CAT-FEATURES	cell	1	eol
644	Splot	POHKCCE	VALUING-CAT-FEATURES	cell	1	eol
645	Splot	POHKCCE	VALUING-CAT-FEATURES	cell	1	eol
646	Splot	POHKCCE	VALUING-CAT-FEATURES	cell	1	eol
647	Splot	POHKCCE	VALUING-CAT-FEATURES	cell	0	eol
648	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
649	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	0	eol
650	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	0	eol
651	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
652	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
653	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
654	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
655	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
656	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
657	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
658	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
659	Splot	QMCIICA	VALUING-CAT-FEATURES	cell	1	eol
660	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
661	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	0	eol
662	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
663	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
664	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
665	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	0	eol
666	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
667	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
668	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
669	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
670	Splot	ROTKFAE	VALUING-CAT-FEATURES	cell	1	eol
671	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	1	eol
672	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	1	eol
673	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	0	eol
674	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	1	eol
675	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	1	eol
676	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	0	eol
677	Splot	ANGCLEA	VALUING-CAT-FEATURES	cell	1	eol
678	Splot	CAUKAGE	VALUING-CAT-FEATURES	cell	1	eol
679	Splot	CAUKAGE	VALUING-CAT-FEATURES	cell	0	eol
680	Splot	CAUKAGE	VALUING-CAT-FEATURES	cell	0	eol
681	Splot	CAUKAGE	VALUING-CAT-FEATURES	cell	1	eol
682	Splot	CAUKAGE	VALUING-CAT-FEATURES	cell	1	eol
683	Splot	CAUKAGE	VALUING-CAT-FEATURES	cell	0	eol
684	Splot	CDRKAFC	VALUING-CAT-FEATURES	cell	0	eol
685	Splot	CDRKAFC	VALUING-CAT-FEATURES	cell	0	eol
686	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
687	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	0	eol
688	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
689	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
690	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
691	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
692	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	0	eol
693	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
694	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	1	eol
695	Splot	CMCFLAB	VALUING-CAT-FEATURES	cell	0	eol
696	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
697	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	0	eol
698	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
699	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	0	eol
700	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
701	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
702	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	0	eol
703	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
704	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
705	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
706	Splot	DEOGJCB	VALUING-CAT-FEATURES	cell	1	eol
707	Splot	DMOKIBB	VALUING-CAT-FEATURES	cell	1	eol
708	Splot	DMOKIBB	VALUING-CAT-FEATURES	cell	0	eol
709	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	1	eol
710	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	0	eol
711	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	0	eol
712	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	1	eol
713	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	0	eol
714	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	0	eol
715	Splot	ECGDIGD	VALUING-CAT-FEATURES	cell	0	eol
716	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
717	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
718	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	0	eol
719	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
720	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
721	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
722	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
723	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
724	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
725	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
726	Splot	ENWGICD	VALUING-CAT-FEATURES	cell	1	eol
727	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	1	eol
728	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	0	eol
729	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	1	eol
730	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	0	eol
731	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	1	eol
732	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	0	eol
733	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	0	eol
734	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	0	eol
735	Splot	EQHGMFE	VALUING-CAT-FEATURES	cell	0	eol
736	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
737	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	0	eol
738	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
739	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
740	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
741	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
742	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
743	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	0	eol
744	Splot	FDDKEDC	VALUING-CAT-FEATURES	cell	1	eol
745	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	1	eol
746	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	0	eol
747	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	0	eol
748	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	1	eol
749	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	0	eol
750	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	1	eol
751	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	1	eol
752	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	0	eol
753	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	0	eol
754	Splot	FJSKHDA	VALUING-CAT-FEATURES	cell	0	eol
755	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	1	eol
756	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	0	eol
757	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	1	eol
758	Splot	FNPGCGC	VALUING-CAT-FEATURES	cell	0	eol
